origin_port,origin_name,destination_port,destination_name,carrier,vessel_name,departure_date,scheduled_arrival,actual_arrival,scheduled_days,actual_days,delay_days,year,month,on_time,id
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,Ever Star,2022-03-04,2022-03-18,2022-03-18,14,14,0,2022,3,True,179
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,Ever Crown,2022-02-28,2022-03-15,2022-03-18,15,18.8,3.8,2022,2,False,180
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Ever Crown,2022-03-10,2022-03-25,2022-03-25,15,15.0,0.0,2022,3,True,181
TWTXG,Taichung,USOAK,Oakland,MSC,MSC Glory,2022-03-10,2022-03-24,2022-03-24,14,14,0,2022,3,True,182
TWTXG,Taichung,USOAK,Oakland,Wan Hai Lines,MSC Star,2022-03-07,2022-03-21,2022-03-21,14,14,0,2022,3,True,183
TWTXG,Taichung,USLGB,Long Beach,MSC,Maersk Champion,2022-03-11,2022-03-25,2022-03-25,14,14,0,2022,3,True,184
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Yang Ming Crown,2022-03-11,2022-03-25,2022-03-25,14,14,0,2022,3,True,185
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,COSCO Crown,2022-03-07,2022-03-22,2022-03-22,15,15.1,0.1,2022,3,True,186
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Ever Leader,2022-03-09,2022-03-23,2022-03-23,14,14,0,2022,3,True,187
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),ONE Pioneer,2022-03-09,2022-03-23,2022-03-23,14,14,0,2022,3,True,188
TWTXG,Taichung,USLAX,Los Angeles,MSC,MSC Glory,2022-03-06,2022-03-20,2022-03-20,14,14,0,2022,3,True,189
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,Yang Ming Diamond,2022-03-10,2022-03-24,2022-03-24,14,14,0,2022,3,True,190
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,COSCO Success,2022-03-11,2022-03-25,2022-03-25,14,14,0,2022,3,True,191
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,Wan Hai Triumph,2022-03-09,2022-03-23,2022-03-23,14,14.2,0.2,2022,3,True,192
TWKHH,Kaohsiung,USOAK,Oakland,COSCO Shipping,Wan Hai Success,2022-03-10,2022-03-23,2022-03-23,13,13,0,2022,3,True,193
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,MSC Success,2022-03-07,2022-03-22,2022-03-22,15,15,0,2022,3,True,194
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,Maersk Success,2022-03-10,2022-03-25,2022-03-25,15,15,0,2022,3,True,195
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Yang Ming Ace,2022-03-09,2022-03-23,2022-03-23,14,14,0,2022,3,True,196
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,ONE Pearl,2022-03-11,2022-03-25,2022-03-25,14,14,0,2022,3,True,197
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,MSC Champion,2022-03-05,2022-03-19,2022-03-19,14,14,0,2022,3,True,198
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,COSCO Diamond,2022-03-09,2022-03-23,2022-03-23,14,14,0,2022,3,True,199
TWTXG,Taichung,USOAK,Oakland,Maersk Line,COSCO Champion,2022-03-10,2022-03-24,2022-03-24,14,14,0,2022,3,True,200
TWTXG,Taichung,USOAK,Oakland,MSC,Maersk Pearl,2022-03-16,2022-03-30,2022-03-30,14,14,0,2022,3,True,201
TWTXG,Taichung,USSEA,Seattle,Maersk Line,COSCO Pearl,2022-03-17,2022-03-31,2022-03-31,14,14,0,2022,3,True,202
TWKHH,Kaohsiung,USOAK,Oakland,Yang Ming,COSCO Unity,2022-03-14,2022-03-27,2022-03-27,13,13.4,0.4,2022,3,True,203
TWTPE,Taipei (Keelung),USLAX,Los Angeles,HMM,Wan Hai Ace,2022-03-16,2022-03-31,2022-03-31,15,15.4,0.4,2022,3,True,204
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Maersk Progress,2022-03-17,2022-03-31,2022-03-31,14,14,0,2022,3,True,205
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,Ever Unity,2022-03-13,2022-03-25,2022-03-25,12,12,0,2022,3,True,206
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,COSCO Excellence,2022-03-13,2022-03-27,2022-03-27,14,14,0,2022,3,True,207
TWTPE,Taipei (Keelung),USLGB,Long Beach,COSCO Shipping,COSCO Success,2022-03-15,2022-03-30,2022-03-30,15,15,0,2022,3,True,208
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,MSC Triumph,2022-03-18,2022-04-01,2022-04-01,14,14,0,2022,3,True,209
TWTXG,Taichung,USLGB,Long Beach,MSC,MSC Progress,2022-03-16,2022-03-30,2022-04-11,14,26.2,12.2,2022,3,False,210
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,COSCO Diamond,2022-03-14,2022-03-28,2022-03-28,14,14,0,2022,3,True,211
TWTXG,Taichung,USOAK,Oakland,MSC,MSC Crown,2022-03-16,2022-03-30,2022-03-30,14,14.5,0.5,2022,3,True,212
TWTXG,Taichung,USOAK,Oakland,HMM,Yang Ming Champion,2022-03-16,2022-03-30,2022-03-30,14,14.3,0.3,2022,3,True,213
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,ONE Leader,2022-03-13,2022-03-27,2022-03-27,14,14.0,0.0,2022,3,True,214
TWTXG,Taichung,USLGB,Long Beach,HMM,Wan Hai Progress,2022-03-17,2022-03-31,2022-03-31,14,14,0,2022,3,True,215
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Maersk Ace,2022-03-14,2022-03-28,2022-03-28,14,14.1,0.1,2022,3,True,216
TWTXG,Taichung,USSEA,Seattle,MSC,ONE Crown,2022-03-15,2022-03-29,2022-03-29,14,14,0,2022,3,True,217
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,MSC Glory,2022-03-12,2022-03-25,2022-03-25,13,13,0,2022,3,True,218
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,MSC Progress,2022-03-17,2022-03-31,2022-03-31,14,14,0,2022,3,True,219
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,Maersk Star,2022-03-18,2022-04-01,2022-04-01,14,14,0,2022,3,True,220
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),MSC Success,2022-03-20,2022-04-03,2022-04-05,14,16.9,2.9,2022,3,False,221
TWTXG,Taichung,USOAK,Oakland,Yang Ming,MSC Diamond,2022-03-24,2022-04-07,2022-04-07,14,14,0,2022,3,True,222
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,Yang Ming Triumph,2022-03-23,2022-04-06,2022-04-06,14,14.1,0.1,2022,3,True,223
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,COSCO Star,2022-03-22,2022-04-06,2022-04-06,15,15,0,2022,3,True,224
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,ONE Champion,2022-03-25,2022-04-08,2022-04-08,14,14,0,2022,3,True,225
TWTXG,Taichung,USLAX,Los Angeles,HMM,Maersk Star,2022-03-23,2022-04-06,2022-04-06,14,14.4,0.4,2022,3,True,226
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Yang Ming,Ever Pearl,2022-03-23,2022-04-07,2022-04-07,15,15,0,2022,3,True,227
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,Yang Ming Excellence,2022-03-23,2022-04-06,2022-04-06,14,14,0,2022,3,True,228
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,MSC Unity,2022-03-19,2022-04-02,2022-04-02,14,14,0,2022,3,True,229
TWTPE,Taipei (Keelung),USLAX,Los Angeles,HMM,ONE Fortune,2022-03-23,2022-04-07,2022-04-07,15,15.0,0.0,2022,3,True,230
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),COSCO Unity,2022-03-23,2022-04-07,2022-04-07,15,15,0,2022,3,True,231
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,MSC Fortune,2022-03-24,2022-04-05,2022-04-05,12,12,0,2022,3,True,232
TWTPE,Taipei (Keelung),USOAK,Oakland,Evergreen Marine,MSC Champion,2022-03-25,2022-04-08,2022-04-08,14,14,0,2022,3,True,233
TWTXG,Taichung,USLAX,Los Angeles,ONE (Ocean Network Express),Wan Hai Star,2022-03-19,2022-04-02,2022-04-02,14,14,0,2022,3,True,234
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Ever Leader,2022-03-19,2022-04-02,2022-04-04,14,16.4,2.4,2022,3,False,235
TWTPE,Taipei (Keelung),USLGB,Long Beach,Wan Hai Lines,ONE Ace,2022-03-25,2022-04-09,2022-04-09,15,15.0,0.0,2022,3,True,236
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),COSCO Pearl,2022-03-21,2022-04-04,2022-04-04,14,14,0,2022,3,True,237
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,MSC Pearl,2022-03-19,2022-04-02,2022-04-02,14,14,0,2022,3,True,238
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),Maersk Triumph,2022-03-20,2022-04-04,2022-04-04,15,15,0,2022,3,True,239
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,ONE Fortune,2022-03-25,2022-04-08,2022-04-08,14,14.2,0.2,2022,3,True,240
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Yang Ming Diamond,2022-03-28,2022-04-10,2022-04-10,13,13,0,2022,3,True,241
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Yang Ming Star,2022-03-31,2022-04-14,2022-04-14,14,14,0,2022,3,True,242
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Maersk Excellence,2022-03-29,2022-04-12,2022-04-12,14,14,0,2022,3,True,243
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,Wan Hai Leader,2022-03-29,2022-04-12,2022-04-12,14,14.2,0.2,2022,3,True,244
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,ONE Star,2022-03-29,2022-04-12,2022-04-12,14,14,0,2022,3,True,245
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,Wan Hai Pioneer,2022-03-27,2022-04-10,2022-04-10,14,14,0,2022,3,True,246
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Ever Leader,2022-03-31,2022-04-14,2022-04-14,14,14,0,2022,3,True,247
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,Yang Ming Excellence,2022-03-28,2022-04-11,2022-04-11,14,14,0,2022,3,True,248
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,COSCO Success,2022-03-30,2022-04-11,2022-04-12,12,13.5,1.5,2022,3,False,249
TWTXG,Taichung,USOAK,Oakland,HMM,MSC Ace,2022-03-28,2022-04-11,2022-04-11,14,14,0,2022,3,True,250
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,MSC Crown,2022-03-29,2022-04-12,2022-04-12,14,14,0,2022,3,True,251
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Yang Ming Diamond,2022-03-27,2022-04-11,2022-04-11,15,15.3,0.3,2022,3,True,252
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,ONE Pearl,2022-03-30,2022-04-13,2022-04-15,14,16.3,2.3,2022,3,False,253
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,COSCO Triumph,2022-04-01,2022-04-15,2022-04-15,14,14.4,0.4,2022,4,True,254
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,Ever Champion,2022-03-26,2022-04-09,2022-04-09,14,14,0,2022,3,True,255
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,Maersk Ace,2022-03-28,2022-04-11,2022-04-11,14,14,0,2022,3,True,256
TWTXG,Taichung,USSEA,Seattle,HMM,Ever Fortune,2022-03-31,2022-04-14,2022-04-14,14,14.7,0.7,2022,3,True,257
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,Maersk Star,2022-03-26,2022-04-09,2022-04-09,14,14,0,2022,3,True,258
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),ONE Diamond,2022-03-26,2022-04-09,2022-04-09,14,14,0,2022,3,True,259
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,Yang Ming Champion,2022-03-26,2022-04-09,2022-04-09,14,14.1,0.1,2022,3,True,260
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Ever Fortune,2022-04-04,2022-04-18,2022-04-18,14,14,0,2022,4,True,261
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,Ever Triumph,2022-04-04,2022-04-18,2022-04-18,14,14,0,2022,4,True,262
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,Maersk Success,2022-04-05,2022-04-19,2022-04-19,14,14,0,2022,4,True,263
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,Ever Excellence,2022-04-02,2022-04-16,2022-04-16,14,14,0,2022,4,True,264
TWTXG,Taichung,USLAX,Los Angeles,MSC,ONE Pioneer,2022-04-06,2022-04-20,2022-04-20,14,14,0,2022,4,True,265
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),ONE Glory,2022-04-05,2022-04-18,2022-04-18,13,13,0,2022,4,True,266
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,MSC Pioneer,2022-04-06,2022-04-20,2022-04-21,14,15.2,1.2,2022,4,False,267
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,Wan Hai Progress,2022-04-04,2022-04-18,2022-04-18,14,14,0,2022,4,True,268
TWKHH,Kaohsiung,USLAX,Los Angeles,ONE (Ocean Network Express),Wan Hai Pioneer,2022-04-03,2022-04-17,2022-04-17,14,14,0,2022,4,True,269
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,Wan Hai Leader,2022-04-08,2022-04-22,2022-04-22,14,14,0,2022,4,True,270
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,COSCO Glory,2022-04-06,2022-04-18,2022-04-18,12,12.9,0.9,2022,4,True,271
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),Wan Hai Pearl,2022-04-02,2022-04-15,2022-04-15,13,13,0,2022,4,True,272
TWTXG,Taichung,USSEA,Seattle,MSC,COSCO Excellence,2022-04-08,2022-04-22,2022-04-22,14,14.5,0.5,2022,4,True,273
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,Maersk Star,2022-04-04,2022-04-19,2022-04-19,15,15,0,2022,4,True,274
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,COSCO Excellence,2022-04-04,2022-04-16,2022-04-16,12,12,0,2022,4,True,275
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,Wan Hai Pioneer,2022-04-06,2022-04-20,2022-04-20,14,14,0,2022,4,True,276
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,Maersk Champion,2022-04-04,2022-04-18,2022-04-18,14,14,0,2022,4,True,277
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,MSC Progress,2022-04-07,2022-04-21,2022-04-21,14,14,0,2022,4,True,278
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,ONE Star,2022-04-05,2022-04-19,2022-04-19,14,14,0,2022,4,True,279
TWKHH,Kaohsiung,USSEA,Seattle,HMM,Yang Ming Ace,2022-04-07,2022-04-19,2022-04-19,12,12,0,2022,4,True,280
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,Wan Hai Excellence,2022-04-15,2022-04-29,2022-04-29,14,14,0,2022,4,True,281
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,MSC Pearl,2022-04-09,2022-04-21,2022-04-21,12,12.0,0.0,2022,4,True,282
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Maersk Pioneer,2022-04-13,2022-04-27,2022-04-28,14,15.2,1.2,2022,4,False,283
TWTXG,Taichung,USLAX,Los Angeles,MSC,ONE Progress,2022-04-11,2022-04-25,2022-04-25,14,14,0,2022,4,True,284
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Maersk Unity,2022-04-15,2022-04-29,2022-05-01,14,16.3,2.3,2022,4,False,285
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,Yang Ming Leader,2022-04-11,2022-04-25,2022-04-25,14,14,0,2022,4,True,286
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Maersk Pioneer,2022-04-11,2022-04-25,2022-04-25,14,14,0,2022,4,True,287
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),COSCO Triumph,2022-04-13,2022-04-28,2022-04-28,15,15,0,2022,4,True,288
TWTPE,Taipei (Keelung),USLGB,Long Beach,Wan Hai Lines,COSCO Leader,2022-04-13,2022-04-28,2022-04-28,15,15,0,2022,4,True,289
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,Maersk Fortune,2022-04-11,2022-04-25,2022-04-25,14,14,0,2022,4,True,290
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Wan Hai Lines,Yang Ming Pearl,2022-04-12,2022-04-27,2022-04-27,15,15,0,2022,4,True,291
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,COSCO Star,2022-04-12,2022-04-26,2022-04-26,14,14,0,2022,4,True,292
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,Maersk Fortune,2022-04-10,2022-04-24,2022-04-24,14,14,0,2022,4,True,293
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,Yang Ming Success,2022-04-09,2022-04-22,2022-04-22,13,13.2,0.2,2022,4,True,294
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Maersk Star,2022-04-15,2022-04-30,2022-04-30,15,15,0,2022,4,True,295
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Yang Ming,Wan Hai Crown,2022-04-13,2022-04-28,2022-04-28,15,15,0,2022,4,True,296
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,ONE Star,2022-04-13,2022-04-27,2022-04-27,14,14.2,0.2,2022,4,True,297
TWTPE,Taipei (Keelung),USLGB,Long Beach,Yang Ming,MSC Pearl,2022-04-12,2022-04-27,2022-04-27,15,15,0,2022,4,True,298
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,COSCO Leader,2022-04-11,2022-04-25,2022-04-25,14,14.2,0.2,2022,4,True,299
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Yang Ming,ONE Crown,2022-04-12,2022-04-27,2022-04-27,15,15.0,0.0,2022,4,True,300
TWTXG,Taichung,USOAK,Oakland,Yang Ming,Wan Hai Ace,2022-04-18,2022-05-02,2022-05-02,14,14,0,2022,4,True,301
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),MSC Leader,2022-04-16,2022-04-30,2022-04-30,14,14,0,2022,4,True,302
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,MSC Glory,2022-04-19,2022-05-03,2022-05-03,14,14.1,0.1,2022,4,True,303
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,Yang Ming Unity,2022-04-19,2022-05-03,2022-05-03,14,14,0,2022,4,True,304
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,MSC Excellence,2022-04-16,2022-04-28,2022-04-28,12,12,0,2022,4,True,305
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,COSCO Glory,2022-04-21,2022-05-03,2022-05-03,12,12,0,2022,4,True,306
TWKHH,Kaohsiung,USSEA,Seattle,Yang Ming,Ever Excellence,2022-04-16,2022-04-28,2022-04-28,12,12.7,0.7,2022,4,True,307
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),ONE Pearl,2022-04-17,2022-05-01,2022-05-01,14,14,0,2022,4,True,308
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,Maersk Ace,2022-04-16,2022-04-30,2022-04-30,14,14,0,2022,4,True,309
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,MSC Star,2022-04-18,2022-04-30,2022-04-30,12,12,0,2022,4,True,310
TWKHH,Kaohsiung,USSEA,Seattle,HMM,ONE Champion,2022-04-20,2022-05-02,2022-05-02,12,12,0,2022,4,True,311
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Maersk Star,2022-04-17,2022-05-01,2022-05-01,14,14.5,0.5,2022,4,True,312
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,ONE Triumph,2022-04-19,2022-05-03,2022-05-03,14,14.2,0.2,2022,4,True,313
TWKHH,Kaohsiung,USOAK,Oakland,Yang Ming,Yang Ming Success,2022-04-21,2022-05-04,2022-05-04,13,13.2,0.2,2022,4,True,314
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,ONE Pearl,2022-04-22,2022-05-06,2022-05-06,14,14.7,0.7,2022,4,True,315
TWTXG,Taichung,USOAK,Oakland,COSCO Shipping,MSC Pioneer,2022-04-17,2022-05-01,2022-05-01,14,14,0,2022,4,True,316
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,COSCO Pioneer,2022-04-22,2022-05-07,2022-05-07,15,15.0,0.0,2022,4,True,317
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,Maersk Diamond,2022-04-19,2022-05-03,2022-05-03,14,14,0,2022,4,True,318
TWKHH,Kaohsiung,USOAK,Oakland,Wan Hai Lines,COSCO Pearl,2022-04-18,2022-05-01,2022-05-01,13,13,0,2022,4,True,319
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,ONE Progress,2022-04-18,2022-05-02,2022-05-02,14,14,0,2022,4,True,320
TWTXG,Taichung,USOAK,Oakland,Yang Ming,Maersk Excellence,2022-04-25,2022-05-09,2022-05-09,14,14,0,2022,4,True,321
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,ONE Success,2022-04-24,2022-05-08,2022-05-08,14,14,0,2022,4,True,322
TWKHH,Kaohsiung,USSEA,Seattle,HMM,ONE Leader,2022-04-23,2022-05-05,2022-05-05,12,12,0,2022,4,True,323
TWTPE,Taipei (Keelung),USOAK,Oakland,HMM,Ever Excellence,2022-04-23,2022-05-07,2022-05-09,14,16.2,2.2,2022,4,False,324
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,MSC Unity,2022-04-27,2022-05-10,2022-05-10,13,13,0,2022,4,True,325
TWKHH,Kaohsiung,USSEA,Seattle,HMM,ONE Crown,2022-04-25,2022-05-07,2022-05-07,12,12,0,2022,4,True,326
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,COSCO Fortune,2022-04-24,2022-05-08,2022-05-08,14,14.5,0.5,2022,4,True,327
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Wan Hai Fortune,2022-04-28,2022-05-11,2022-05-11,13,13.1,0.1,2022,4,True,328
TWTXG,Taichung,USSEA,Seattle,Maersk Line,Ever Champion,2022-04-29,2022-05-13,2022-05-13,14,14,0,2022,4,True,329
TWTXG,Taichung,USLGB,Long Beach,HMM,Ever Triumph,2022-04-26,2022-05-10,2022-05-10,14,14.0,0.0,2022,4,True,330
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,Yang Ming Diamond,2022-04-23,2022-05-07,2022-05-07,14,14,0,2022,4,True,331
TWTXG,Taichung,USSEA,Seattle,MSC,COSCO Star,2022-04-28,2022-05-12,2022-05-12,14,14,0,2022,4,True,332
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,MSC Pearl,2022-04-27,2022-05-11,2022-05-11,14,14,0,2022,4,True,333
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,COSCO Ace,2022-04-27,2022-05-12,2022-05-12,15,15,0,2022,4,True,334
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,ONE Excellence,2022-04-25,2022-05-09,2022-05-09,14,14.3,0.3,2022,4,True,335
TWTPE,Taipei (Keelung),USOAK,Oakland,HMM,Wan Hai Champion,2022-04-25,2022-05-09,2022-05-09,14,14,0,2022,4,True,336
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,Yang Ming Glory,2022-04-24,2022-05-08,2022-05-08,14,14,0,2022,4,True,337
TWKHH,Kaohsiung,USSEA,Seattle,MSC,COSCO Glory,2022-04-26,2022-05-08,2022-05-08,12,12,0,2022,4,True,338
TWTXG,Taichung,USOAK,Oakland,COSCO Shipping,COSCO Leader,2022-04-29,2022-05-13,2022-05-13,14,14,0,2022,4,True,339
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Ever Triumph,2022-04-29,2022-05-13,2022-05-13,14,14,0,2022,4,True,340
TWTPE,Taipei (Keelung),USLGB,Long Beach,Yang Ming,Yang Ming Ace,2022-05-01,2022-05-16,2022-05-16,15,15,0,2022,5,True,341
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,ONE Champion,2022-05-04,2022-05-17,2022-05-17,13,13,0,2022,5,True,342
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,Yang Ming Champion,2022-05-02,2022-05-16,2022-05-16,14,14,0,2022,5,True,343
TWTXG,Taichung,USOAK,Oakland,MSC,Maersk Fortune,2022-05-06,2022-05-20,2022-05-20,14,14,0,2022,5,True,344
TWTXG,Taichung,USOAK,Oakland,Wan Hai Lines,Maersk Champion,2022-05-04,2022-05-18,2022-05-18,14,14,0,2022,5,True,345
TWTPE,Taipei (Keelung),USOAK,Oakland,HMM,Ever Glory,2022-05-01,2022-05-15,2022-05-15,14,14,0,2022,5,True,346
TWKHH,Kaohsiung,USLGB,Long Beach,COSCO Shipping,Ever Success,2022-05-04,2022-05-18,2022-05-18,14,14,0,2022,5,True,347
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,ONE Triumph,2022-05-02,2022-05-17,2022-05-17,15,15,0,2022,5,True,348
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,Ever Fortune,2022-05-06,2022-05-21,2022-05-21,15,15,0,2022,5,True,349
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,ONE Success,2022-05-06,2022-05-20,2022-05-20,14,14,0,2022,5,True,350
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),Maersk Glory,2022-05-02,2022-05-17,2022-05-17,15,15,0,2022,5,True,351
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,Yang Ming Star,2022-05-02,2022-05-16,2022-05-17,14,15.2,1.2,2022,5,False,352
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,Yang Ming Star,2022-05-05,2022-05-19,2022-05-19,14,14.3,0.3,2022,5,True,353
TWTXG,Taichung,USOAK,Oakland,Wan Hai Lines,COSCO Leader,2022-05-01,2022-05-15,2022-05-15,14,14,0,2022,5,True,354
TWTXG,Taichung,USOAK,Oakland,Wan Hai Lines,MSC Fortune,2022-05-01,2022-05-15,2022-05-15,14,14,0,2022,5,True,355
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,Yang Ming Unity,2022-05-06,2022-05-20,2022-05-20,14,14,0,2022,5,True,356
TWTPE,Taipei (Keelung),USLGB,Long Beach,Yang Ming,COSCO Triumph,2022-05-05,2022-05-20,2022-05-20,15,15,0,2022,5,True,357
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,Wan Hai Triumph,2022-05-01,2022-05-16,2022-05-16,15,15,0,2022,5,True,358
