port_code,port_name,date,berth_utilization,wait_time_hours,vessels_waiting,congestion_level
USOAK,Oakland,2022-04-27,0.621,12.6,26,low
USSEA,Seattle,2022-04-27,0.55,5.7,21,low
USLAX,Los Angeles,2022-04-28,0.657,15.0,25,low
USLGB,Long Beach,2022-04-28,0.73,25.7,26,medium
USOAK,Oakland,2022-04-28,0.689,19.2,22,low
USSEA,Seattle,2022-04-28,0.531,3.3,21,low
USLAX,Los Angeles,2022-04-29,0.813,29.4,33,medium
USLGB,Long Beach,2022-04-29,0.663,14.8,21,low
USOAK,Oakland,2022-04-29,0.617,9.5,27,low
USSEA,Seattle,2022-04-29,0.514,1.6,20,low
USLAX,Los Angeles,2022-04-30,0.815,34.2,26,medium
USLGB,Long Beach,2022-04-30,0.687,18.1,23,low
USOAK,Oakland,2022-04-30,0.585,9.7,21,low
USSEA,Seattle,2022-04-30,0.529,3.3,23,low
USLAX,Los Angeles,2022-05-01,0.844,38.0,30,medium
USLGB,Long Beach,2022-05-01,0.759,29.0,24,medium
USOAK,Oakland,2022-05-01,0.565,5.9,19,low
USSEA,Seattle,2022-05-01,0.576,8.8,19,low
USLAX,Los Angeles,2022-05-02,0.72,25.9,34,medium
USLGB,Long Beach,2022-05-02,0.733,27.8,33,medium
USOAK,Oakland,2022-05-02,0.7,19.5,29,medium
USSEA,Seattle,2022-05-02,0.624,12.1,20,low
USLAX,Los Angeles,2022-05-03,0.783,33.7,30,medium
USLGB,Long Beach,2022-05-03,0.782,33.1,31,medium
USOAK,Oakland,2022-05-03,0.692,17.6,23,low
USSEA,Seattle,2022-05-03,0.586,8.7,23,low
USLAX,Los Angeles,2022-05-04,0.715,17.2,23,medium
USLGB,Long Beach,2022-05-04,0.845,36.2,33,medium
USOAK,Oakland,2022-05-04,0.58,7.1,24,low
USSEA,Seattle,2022-05-04,0.692,19.0,23,low
USLAX,Los Angeles,2022-05-05,0.896,39.1,41,high
USLGB,Long Beach,2022-05-05,0.716,22.8,27,medium
USOAK,Oakland,2022-05-05,0.634,12.8,22,low
USSEA,Seattle,2022-05-05,0.522,2.2,18,low
USLAX,Los Angeles,2022-05-06,0.908,41.9,31,high
USLGB,Long Beach,2022-05-06,0.815,26.5,34,medium
USOAK,Oakland,2022-05-06,0.721,21.3,31,medium
USSEA,Seattle,2022-05-06,0.556,4.6,21,low
USLAX,Los Angeles,2022-05-07,0.801,33.5,32,medium
USLGB,Long Beach,2022-05-07,0.786,24.9,36,medium
USOAK,Oakland,2022-05-07,0.601,8.3,19,low
USSEA,Seattle,2022-05-07,0.523,2.2,18,low
USLAX,Los Angeles,2022-05-08,0.792,28.8,30,medium
USLGB,Long Beach,2022-05-08,0.868,39.4,31,high
USOAK,Oakland,2022-05-08,0.658,15.4,31,low
USSEA,Seattle,2022-05-08,0.6,10.2,22,low
USLAX,Los Angeles,2022-05-09,0.909,36.9,41,high
USLGB,Long Beach,2022-05-09,0.675,14.2,22,low
USOAK,Oakland,2022-05-09,0.73,25.6,25,medium
USSEA,Seattle,2022-05-09,0.554,4.8,19,low
USLAX,Los Angeles,2022-05-10,0.863,36.4,39,high
USLGB,Long Beach,2022-05-10,0.878,40.5,34,high
USOAK,Oakland,2022-05-10,0.587,7.6,26,low
USSEA,Seattle,2022-05-10,0.555,5.7,26,low
USLAX,Los Angeles,2022-05-11,0.878,40.9,31,high
USLGB,Long Beach,2022-05-11,0.861,41.2,33,high
USOAK,Oakland,2022-05-11,0.604,9.6,24,low
USSEA,Seattle,2022-05-11,0.627,13.2,20,low
USLAX,Los Angeles,2022-05-12,0.949,53.2,43,high
USLGB,Long Beach,2022-05-12,0.784,29.5,28,medium
USOAK,Oakland,2022-05-12,0.697,19.5,26,low
USSEA,Seattle,2022-05-12,0.564,6.0,20,low
USLAX,Los Angeles,2022-05-13,0.864,42.9,36,high
USLGB,Long Beach,2022-05-13,0.698,19.9,25,low
USOAK,Oakland,2022-05-13,0.572,8.3,25,low
USSEA,Seattle,2022-05-13,0.588,8.1,20,low
USLAX,Los Angeles,2022-05-14,0.727,22.7,26,medium
USLGB,Long Beach,2022-05-14,0.67,13.9,31,low
USOAK,Oakland,2022-05-14,0.651,15.3,26,low
USSEA,Seattle,2022-05-14,0.593,10.0,20,low
USLAX,Los Angeles,2022-05-15,0.948,44.6,41,high
USLGB,Long Beach,2022-05-15,0.693,22.4,31,low
USOAK,Oakland,2022-05-15,0.565,5.8,26,low
USSEA,Seattle,2022-05-15,0.553,4.3,22,low
USLAX,Los Angeles,2022-05-16,0.732,25.1,32,medium
USLGB,Long Beach,2022-05-16,0.741,25.5,32,medium
USOAK,Oakland,2022-05-16,0.684,19.1,22,low
USSEA,Seattle,2022-05-16,0.534,3.8,17,low
USLAX,Los Angeles,2022-05-17,0.73,22.5,24,medium
USLGB,Long Beach,2022-05-17,0.713,23.0,25,medium
USOAK,Oakland,2022-05-17,0.697,15.8,26,low
USSEA,Seattle,2022-05-17,0.533,3.3,22,low
USLAX,Los Angeles,2022-05-18,0.875,36.3,40,high
USLGB,Long Beach,2022-05-18,0.773,28.6,28,medium
USOAK,Oakland,2022-05-18,0.716,21.6,29,medium
USSEA,Seattle,2022-05-18,0.655,17.6,31,low
USLAX,Los Angeles,2022-05-19,0.79,27.9,27,medium
USLGB,Long Beach,2022-05-19,0.781,32.7,33,medium
USOAK,Oakland,2022-05-19,0.656,14.0,21,low
USSEA,Seattle,2022-05-19,0.53,2.6,21,low
USLAX,Los Angeles,2022-05-20,0.824,38.2,36,medium
USLGB,Long Beach,2022-05-20,0.672,18.7,31,low
USOAK,Oakland,2022-05-20,0.689,18.5,32,low
USSEA,Seattle,2022-05-20,0.562,5.1,25,low
USLAX,Los Angeles,2022-05-21,0.803,31.0,25,medium
USLGB,Long Beach,2022-05-21,0.675,18.3,28,low
USOAK,Oakland,2022-05-21,0.621,12.2,21,low
USSEA,Seattle,2022-05-21,0.636,16.1,24,low
USLAX,Los Angeles,2022-05-22,0.715,19.1,28,medium
USLGB,Long Beach,2022-05-22,0.784,29.7,31,medium
USOAK,Oakland,2022-05-22,0.691,20.8,23,low
USSEA,Seattle,2022-05-22,0.652,13.5,24,low
USLAX,Los Angeles,2022-05-23,0.907,48.2,33,high
USLGB,Long Beach,2022-05-23,0.775,29.7,25,medium
USOAK,Oakland,2022-05-23,0.594,8.0,25,low
USSEA,Seattle,2022-05-23,0.645,12.2,26,low
USLAX,Los Angeles,2022-05-24,0.748,29.0,28,medium
USLGB,Long Beach,2022-05-24,0.76,28.9,33,medium
USOAK,Oakland,2022-05-24,0.582,8.0,27,low
USSEA,Seattle,2022-05-24,0.666,17.2,29,low
USLAX,Los Angeles,2022-05-25,0.813,33.3,38,medium
USLGB,Long Beach,2022-05-25,0.686,18.6,27,low
USOAK,Oakland,2022-05-25,0.571,8.3,25,low
USSEA,Seattle,2022-05-25,0.602,10.2,28,low
USLAX,Los Angeles,2022-05-26,0.745,25.3,32,medium
USLGB,Long Beach,2022-05-26,0.684,17.6,28,low
USOAK,Oakland,2022-05-26,0.736,23.6,28,medium
USSEA,Seattle,2022-05-26,0.692,22.4,30,low
USLAX,Los Angeles,2022-05-27,0.769,31.9,36,medium
USLGB,Long Beach,2022-05-27,0.759,22.1,29,medium
USOAK,Oakland,2022-05-27,0.7,21.9,25,low
USSEA,Seattle,2022-05-27,0.642,16.2,27,low
USLAX,Los Angeles,2022-05-28,0.876,38.0,41,high
USLGB,Long Beach,2022-05-28,0.775,30.6,26,medium
USOAK,Oakland,2022-05-28,0.669,16.2,25,low
USSEA,Seattle,2022-05-28,0.675,18.6,25,low
USLAX,Los Angeles,2022-05-29,0.774,32.3,32,medium
USLGB,Long Beach,2022-05-29,0.764,27.1,33,medium
USOAK,Oakland,2022-05-29,0.69,16.0,25,low
USSEA,Seattle,2022-05-29,0.558,6.1,26,low
USLAX,Los Angeles,2022-05-30,0.762,21.3,35,medium
USLGB,Long Beach,2022-05-30,0.743,27.1,25,medium
USOAK,Oakland,2022-05-30,0.612,12.2,19,low
USSEA,Seattle,2022-05-30,0.608,12.0,24,low
USLAX,Los Angeles,2022-05-31,0.827,32.5,30,medium
USLGB,Long Beach,2022-05-31,0.805,28.3,26,medium
USOAK,Oakland,2022-05-31,0.58,9.5,25,low
USSEA,Seattle,2022-05-31,0.611,11.7,21,low
USLAX,Los Angeles,2022-06-01,0.935,38.5,40,high
USLGB,Long Beach,2022-06-01,0.925,37.5,41,high
USOAK,Oakland,2022-06-01,0.802,33.1,31,medium
USSEA,Seattle,2022-06-01,0.723,18.5,31,medium
USLAX,Los Angeles,2022-06-02,0.771,29.5,25,medium
USLGB,Long Beach,2022-06-02,0.732,20.3,26,medium
USOAK,Oakland,2022-06-02,0.627,14.4,29,low
USSEA,Seattle,2022-06-02,0.642,13.9,24,low
USLAX,Los Angeles,2022-06-03,0.85,33.5,28,high
USLGB,Long Beach,2022-06-03,0.715,23.4,23,medium
USOAK,Oakland,2022-06-03,0.773,22.3,35,medium
USSEA,Seattle,2022-06-03,0.632,13.2,23,low
USLAX,Los Angeles,2022-06-04,0.98,41.1,39,high
USLGB,Long Beach,2022-06-04,0.78,32.4,25,medium
USOAK,Oakland,2022-06-04,0.628,10.4,25,low
USSEA,Seattle,2022-06-04,0.567,6.9,21,low
USLAX,Los Angeles,2022-06-05,0.924,49.3,37,high
USLGB,Long Beach,2022-06-05,0.851,42.1,33,high
USOAK,Oakland,2022-06-05,0.779,26.4,27,medium
USSEA,Seattle,2022-06-05,0.714,23.4,26,medium
USLAX,Los Angeles,2022-06-06,0.89,39.2,34,high
USLGB,Long Beach,2022-06-06,0.841,36.3,38,medium
USOAK,Oakland,2022-06-06,0.786,29.9,27,medium
USSEA,Seattle,2022-06-06,0.663,15.9,23,low
USLAX,Los Angeles,2022-06-07,0.98,51.1,46,high
USLGB,Long Beach,2022-06-07,0.899,39.7,33,high
USOAK,Oakland,2022-06-07,0.659,15.8,21,low
USSEA,Seattle,2022-06-07,0.634,11.0,22,low
USLAX,Los Angeles,2022-06-08,0.98,45.3,38,high
USLGB,Long Beach,2022-06-08,0.829,26.9,39,medium
USOAK,Oakland,2022-06-08,0.682,19.7,27,low
USSEA,Seattle,2022-06-08,0.725,25.5,26,medium
USLAX,Los Angeles,2022-06-09,0.912,35.8,38,high
USLGB,Long Beach,2022-06-09,0.806,32.5,36,medium
USOAK,Oakland,2022-06-09,0.724,21.3,33,medium
USSEA,Seattle,2022-06-09,0.663,15.4,30,low
USLAX,Los Angeles,2022-06-10,0.896,39.4,37,high
USLGB,Long Beach,2022-06-10,0.84,29.1,29,medium
USOAK,Oakland,2022-06-10,0.629,13.6,22,low
USSEA,Seattle,2022-06-10,0.598,9.3,25,low
USLAX,Los Angeles,2022-06-11,0.794,28.5,32,medium
USLGB,Long Beach,2022-06-11,0.78,28.4,32,medium
USOAK,Oakland,2022-06-11,0.744,29.2,28,medium
USSEA,Seattle,2022-06-11,0.601,10.3,24,low
USLAX,Los Angeles,2022-06-12,0.813,32.1,32,medium
USLGB,Long Beach,2022-06-12,0.963,47.7,42,high
USOAK,Oakland,2022-06-12,0.698,16.9,31,low
USSEA,Seattle,2022-06-12,0.585,7.5,26,low
USLAX,Los Angeles,2022-06-13,0.98,40.3,39,high
USLGB,Long Beach,2022-06-13,0.912,46.2,38,high
USOAK,Oakland,2022-06-13,0.76,21.3,29,medium
USSEA,Seattle,2022-06-13,0.687,21.0,31,low
USLAX,Los Angeles,2022-06-14,0.892,40.8,29,high
USLGB,Long Beach,2022-06-14,0.78,26.6,32,medium
USOAK,Oakland,2022-06-14,0.768,31.5,29,medium
USSEA,Seattle,2022-06-14,0.691,17.5,32,low
USLAX,Los Angeles,2022-06-15,0.781,31.1,27,medium
USLGB,Long Beach,2022-06-15,0.839,27.2,38,medium
USOAK,Oakland,2022-06-15,0.813,31.5,28,medium
USSEA,Seattle,2022-06-15,0.716,21.7,30,medium
USLAX,Los Angeles,2022-06-16,0.931,46.1,35,high
USLGB,Long Beach,2022-06-16,0.879,45.1,29,high
USOAK,Oakland,2022-06-16,0.672,16.5,28,low
USSEA,Seattle,2022-06-16,0.641,12.4,20,low
USLAX,Los Angeles,2022-06-17,0.955,53.1,38,high
USLGB,Long Beach,2022-06-17,0.897,40.6,37,high
USOAK,Oakland,2022-06-17,0.687,21.1,24,low
USSEA,Seattle,2022-06-17,0.752,24.7,28,medium
USLAX,Los Angeles,2022-06-18,0.822,33.2,30,medium
USLGB,Long Beach,2022-06-18,0.868,33.3,35,high
USOAK,Oakland,2022-06-18,0.663,16.1,27,low
USSEA,Seattle,2022-06-18,0.633,13.3,22,low
USLAX,Los Angeles,2022-06-19,0.954,43.1,43,high
USLGB,Long Beach,2022-06-19,0.784,24.8,26,medium
USOAK,Oakland,2022-06-19,0.736,21.1,24,medium
USSEA,Seattle,2022-06-19,0.614,10.2,23,low
USLAX,Los Angeles,2022-06-20,0.868,31.6,41,high
USLGB,Long Beach,2022-06-20,0.752,28.2,26,medium
USOAK,Oakland,2022-06-20,0.72,26.4,32,medium
USSEA,Seattle,2022-06-20,0.663,17.8,29,low
USLAX,Los Angeles,2022-06-21,0.846,35.5,34,medium
USLGB,Long Beach,2022-06-21,0.814,33.8,26,medium
USOAK,Oakland,2022-06-21,0.788,28.5,33,medium
USSEA,Seattle,2022-06-21,0.65,14.0,24,low
USLAX,Los Angeles,2022-06-22,0.916,48.8,33,high
USLGB,Long Beach,2022-06-22,0.719,18.6,32,medium
USOAK,Oakland,2022-06-22,0.82,28.1,33,medium
USSEA,Seattle,2022-06-22,0.69,16.5,30,low
USLAX,Los Angeles,2022-06-23,0.861,38.6,34,high
USLGB,Long Beach,2022-06-23,0.9,46.2,34,high
USOAK,Oakland,2022-06-23,0.674,18.3,23,low
USSEA,Seattle,2022-06-23,0.594,10.6,22,low
USLAX,Los Angeles,2022-06-24,0.935,44.8,42,high
USLGB,Long Beach,2022-06-24,0.732,20.1,26,medium
USOAK,Oakland,2022-06-24,0.68,16.5,24,low
USSEA,Seattle,2022-06-24,0.689,17.1,26,low
USLAX,Los Angeles,2022-06-25,0.98,41.9,35,high
USLGB,Long Beach,2022-06-25,0.874,39.2,31,high
USOAK,Oakland,2022-06-25,0.747,21.6,24,medium
USSEA,Seattle,2022-06-25,0.571,7.2,19,low
USLAX,Los Angeles,2022-06-26,0.793,26.6,34,medium
USLGB,Long Beach,2022-06-26,0.897,35.5,30,high
USOAK,Oakland,2022-06-26,0.719,20.5,26,medium
USSEA,Seattle,2022-06-26,0.719,26.3,28,medium
USLAX,Los Angeles,2022-06-27,0.979,44.6,44,high
USLGB,Long Beach,2022-06-27,0.954,37.3,42,high
USOAK,Oakland,2022-06-27,0.627,12.6,22,low
USSEA,Seattle,2022-06-27,0.728,25.7,32,medium
USLAX,Los Angeles,2022-06-28,0.798,33.0,28,medium
USLGB,Long Beach,2022-06-28,0.908,39.9,39,high
USOAK,Oakland,2022-06-28,0.619,11.7,27,low
USSEA,Seattle,2022-06-28,0.664,19.6,26,low
USLAX,Los Angeles,2022-06-29,0.949,41.5,35,high
USLGB,Long Beach,2022-06-29,0.873,30.4,41,high
USOAK,Oakland,2022-06-29,0.725,20.2,30,medium
USSEA,Seattle,2022-06-29,0.6,11.6,27,low
USLAX,Los Angeles,2022-06-30,0.824,27.4,34,medium
USLGB,Long Beach,2022-06-30,0.796,25.6,28,medium
USOAK,Oakland,2022-06-30,0.638,15.4,20,low
USSEA,Seattle,2022-06-30,0.569,7.7,22,low
USLAX,Los Angeles,2022-07-01,0.98,45.5,32,high
USLGB,Long Beach,2022-07-01,0.817,26.5,34,medium
USOAK,Oakland,2022-07-01,0.881,45.7,36,high
USSEA,Seattle,2022-07-01,0.621,12.8,26,low
USLAX,Los Angeles,2022-07-02,0.896,37.8,31,high
USLGB,Long Beach,2022-07-02,0.953,46.6,44,high
USOAK,Oakland,2022-07-02,0.794,30.1,34,medium
USSEA,Seattle,2022-07-02,0.772,28.0,33,medium
USLAX,Los Angeles,2022-07-03,0.98,46.6,32,high
USLGB,Long Beach,2022-07-03,0.98,49.0,39,high
USOAK,Oakland,2022-07-03,0.817,32.1,33,medium
USSEA,Seattle,2022-07-03,0.808,35.8,32,medium
USLAX,Los Angeles,2022-07-04,0.98,54.6,37,high
USLGB,Long Beach,2022-07-04,0.946,50.5,35,high
USOAK,Oakland,2022-07-04,0.719,22.3,27,medium
USSEA,Seattle,2022-07-04,0.726,24.8,27,medium
USLAX,Los Angeles,2022-07-05,0.961,54.6,30,high
USLGB,Long Beach,2022-07-05,0.783,25.9,25,medium
USOAK,Oakland,2022-07-05,0.695,22.5,22,low
USSEA,Seattle,2022-07-05,0.819,28.3,30,medium
USLAX,Los Angeles,2022-07-06,0.98,56.5,44,high
USLGB,Long Beach,2022-07-06,0.98,48.2,40,high
USOAK,Oakland,2022-07-06,0.797,24.9,31,medium
USSEA,Seattle,2022-07-06,0.641,12.8,29,low
USLAX,Los Angeles,2022-07-07,0.902,36.3,33,high
USLGB,Long Beach,2022-07-07,0.929,44.1,32,high
USOAK,Oakland,2022-07-07,0.681,16.8,27,low
USSEA,Seattle,2022-07-07,0.712,24.6,30,medium
USLAX,Los Angeles,2022-07-08,0.98,40.2,41,high
USLGB,Long Beach,2022-07-08,0.784,31.9,29,medium
USOAK,Oakland,2022-07-08,0.846,40.4,31,medium
USSEA,Seattle,2022-07-08,0.796,28.9,37,medium
USLAX,Los Angeles,2022-07-09,0.887,41.8,32,high
USLGB,Long Beach,2022-07-09,0.9,47.2,29,high
USOAK,Oakland,2022-07-09,0.818,33.8,38,medium
USSEA,Seattle,2022-07-09,0.685,15.6,25,low
USLAX,Los Angeles,2022-07-10,0.98,45.8,46,high
USLGB,Long Beach,2022-07-10,0.912,44.7,42,high
USOAK,Oakland,2022-07-10,0.776,28.7,25,medium
USSEA,Seattle,2022-07-10,0.65,17.8,26,low
USLAX,Los Angeles,2022-07-11,0.98,39.2,45,high
USLGB,Long Beach,2022-07-11,0.857,35.5,37,high
USOAK,Oakland,2022-07-11,0.667,18.0,25,low
USSEA,Seattle,2022-07-11,0.673,20.7,32,low
USLAX,Los Angeles,2022-07-12,0.909,33.8,32,high
USLGB,Long Beach,2022-07-12,0.879,45.5,42,high
USOAK,Oakland,2022-07-12,0.884,45.3,31,high
USSEA,Seattle,2022-07-12,0.681,17.3,23,low
USLAX,Los Angeles,2022-07-13,0.98,48.4,41,high
USLGB,Long Beach,2022-07-13,0.98,51.6,37,high
USOAK,Oakland,2022-07-13,0.797,28.8,29,medium
USSEA,Seattle,2022-07-13,0.738,23.3,25,medium
USLAX,Los Angeles,2022-07-14,0.98,49.6,42,high
USLGB,Long Beach,2022-07-14,0.829,28.1,35,medium
USOAK,Oakland,2022-07-14,0.873,43.4,33,high
USSEA,Seattle,2022-07-14,0.803,33.5,34,medium
USLAX,Los Angeles,2022-07-15,0.98,41.4,32,high
USLGB,Long Beach,2022-07-15,0.919,45.6,32,high
USOAK,Oakland,2022-07-15,0.859,30.8,27,high
USSEA,Seattle,2022-07-15,0.676,20.9,32,low
USLAX,Los Angeles,2022-07-16,0.902,43.3,41,high
USLGB,Long Beach,2022-07-16,0.98,52.2,33,high
USOAK,Oakland,2022-07-16,0.69,18.6,26,low
USSEA,Seattle,2022-07-16,0.72,21.0,32,medium
USLAX,Los Angeles,2022-07-17,0.978,56.4,37,high
USLGB,Long Beach,2022-07-17,0.877,41.8,40,high
USOAK,Oakland,2022-07-17,0.795,31.4,27,medium
USSEA,Seattle,2022-07-17,0.794,25.6,34,medium
USLAX,Los Angeles,2022-07-18,0.951,41.7,42,high
USLGB,Long Beach,2022-07-18,0.895,41.5,30,high
USOAK,Oakland,2022-07-18,0.694,17.1,29,low
USSEA,Seattle,2022-07-18,0.662,15.9,30,low
USLAX,Los Angeles,2022-07-19,0.98,38.5,45,high
USLGB,Long Beach,2022-07-19,0.838,35.0,33,medium
USOAK,Oakland,2022-07-19,0.759,21.5,31,medium
USSEA,Seattle,2022-07-19,0.66,16.3,27,low
USLAX,Los Angeles,2022-07-20,0.98,54.2,32,high
USLGB,Long Beach,2022-07-20,0.814,33.3,26,medium
USOAK,Oakland,2022-07-20,0.863,38.7,39,high
USSEA,Seattle,2022-07-20,0.672,20.1,22,low
USLAX,Los Angeles,2022-07-21,0.951,39.3,40,high
USLGB,Long Beach,2022-07-21,0.94,47.4,39,high
USOAK,Oakland,2022-07-21,0.847,30.2,33,medium
USSEA,Seattle,2022-07-21,0.732,27.2,24,medium
USLAX,Los Angeles,2022-07-22,0.916,39.4,34,high
USLGB,Long Beach,2022-07-22,0.792,28.3,32,medium
USOAK,Oakland,2022-07-22,0.732,19.8,31,medium
USSEA,Seattle,2022-07-22,0.667,16.8,26,low
USLAX,Los Angeles,2022-07-23,0.854,40.8,32,high
USLGB,Long Beach,2022-07-23,0.98,44.2,39,high
USOAK,Oakland,2022-07-23,0.704,19.4,22,medium
USSEA,Seattle,2022-07-23,0.651,12.6,26,low
USLAX,Los Angeles,2022-07-24,0.98,55.8,33,high
USLGB,Long Beach,2022-07-24,0.866,36.4,39,high
USOAK,Oakland,2022-07-24,0.736,21.9,32,medium
USSEA,Seattle,2022-07-24,0.629,15.4,25,low
USLAX,Los Angeles,2022-07-25,0.98,42.3,31,high
USLGB,Long Beach,2022-07-25,0.879,43.5,29,high
USOAK,Oakland,2022-07-25,0.736,19.3,33,medium
USSEA,Seattle,2022-07-25,0.795,27.5,36,medium
USLAX,Los Angeles,2022-07-26,0.859,39.7,37,high
USLGB,Long Beach,2022-07-26,0.78,30.9,32,medium
USOAK,Oakland,2022-07-26,0.712,18.7,26,medium
USSEA,Seattle,2022-07-26,0.722,24.6,30,medium
USLAX,Los Angeles,2022-07-27,0.909,35.3,30,high
USLGB,Long Beach,2022-07-27,0.98,49.1,32,high
USOAK,Oakland,2022-07-27,0.79,29.6,28,medium
USSEA,Seattle,2022-07-27,0.81,34.8,33,medium
USLAX,Los Angeles,2022-07-28,0.879,35.0,40,high
USLGB,Long Beach,2022-07-28,0.921,34.5,29,high
USOAK,Oakland,2022-07-28,0.874,30.7,33,high
USSEA,Seattle,2022-07-28,0.626,12.1,27,low
USLAX,Los Angeles,2022-07-29,0.98,50.5,42,high
USLGB,Long Beach,2022-07-29,0.895,37.2,33,high
USOAK,Oakland,2022-07-29,0.709,23.1,31,medium
USSEA,Seattle,2022-07-29,0.625,14.6,27,low
USLAX,Los Angeles,2022-07-30,0.947,38.0,34,high
USLGB,Long Beach,2022-07-30,0.874,38.2,28,high
USOAK,Oakland,2022-07-30,0.828,37.0,31,medium
USSEA,Seattle,2022-07-30,0.792,33.5,28,medium
USLAX,Los Angeles,2022-07-31,0.98,46.0,36,high
USLGB,Long Beach,2022-07-31,0.878,36.0,35,high
USOAK,Oakland,2022-07-31,0.818,31.5,28,medium
USSEA,Seattle,2022-07-31,0.69,22.3,31,low
USLAX,Los Angeles,2022-08-01,0.941,52.9,40,high
USLGB,Long Beach,2022-08-01,0.872,30.9,28,high
USOAK,Oakland,2022-08-01,0.896,39.4,34,high
USSEA,Seattle,2022-08-01,0.883,32.0,37,high
USLAX,Los Angeles,2022-08-02,0.98,47.2,43,high
USLGB,Long Beach,2022-08-02,0.98,46.6,34,high
USOAK,Oakland,2022-08-02,0.842,35.0,33,medium
USSEA,Seattle,2022-08-02,0.737,20.7,30,medium
USLAX,Los Angeles,2022-08-03,0.98,54.7,35,high
USLGB,Long Beach,2022-08-03,0.98,46.3,39,high
USOAK,Oakland,2022-08-03,0.806,36.5,33,medium
USSEA,Seattle,2022-08-03,0.817,26.8,32,medium
USLAX,Los Angeles,2022-08-04,0.98,41.1,42,high
USLGB,Long Beach,2022-08-04,0.98,57.3,43,high
USOAK,Oakland,2022-08-04,0.831,27.5,38,medium
USSEA,Seattle,2022-08-04,0.675,17.3,29,low
USLAX,Los Angeles,2022-08-05,0.98,39.9,41,high
USLGB,Long Beach,2022-08-05,0.98,44.4,32,high
USOAK,Oakland,2022-08-05,0.801,33.4,31,medium
USSEA,Seattle,2022-08-05,0.773,27.0,33,medium
USLAX,Los Angeles,2022-08-06,0.98,57.5,36,high
USLGB,Long Beach,2022-08-06,0.836,27.0,27,medium
USOAK,Oakland,2022-08-06,0.818,32.1,35,medium
USSEA,Seattle,2022-08-06,0.736,25.7,26,medium
USLAX,Los Angeles,2022-08-07,0.903,42.2,29,high
USLGB,Long Beach,2022-08-07,0.98,55.6,34,high
USOAK,Oakland,2022-08-07,0.865,31.0,40,high
USSEA,Seattle,2022-08-07,0.674,18.2,25,low
USLAX,Los Angeles,2022-08-08,0.98,50.8,43,high
USLGB,Long Beach,2022-08-08,0.887,32.7,31,high
USOAK,Oakland,2022-08-08,0.788,30.7,26,medium
USSEA,Seattle,2022-08-08,0.759,31.1,33,medium
USLAX,Los Angeles,2022-08-09,0.98,51.2,43,high
USLGB,Long Beach,2022-08-09,0.909,45.5,33,high
USOAK,Oakland,2022-08-09,0.73,21.9,34,medium
USSEA,Seattle,2022-08-09,0.714,24.1,24,medium
USLAX,Los Angeles,2022-08-10,0.914,49.4,32,high
USLGB,Long Beach,2022-08-10,0.948,47.5,31,high
USOAK,Oakland,2022-08-10,0.85,34.1,35,high
USSEA,Seattle,2022-08-10,0.679,17.5,24,low
USLAX,Los Angeles,2022-08-11,0.903,33.4,39,high
USLGB,Long Beach,2022-08-11,0.98,38.8,39,high
USOAK,Oakland,2022-08-11,0.879,30.3,28,high
USSEA,Seattle,2022-08-11,0.745,21.1,27,medium
USLAX,Los Angeles,2022-08-12,0.98,38.5,42,high
USLGB,Long Beach,2022-08-12,0.98,47.6,37,high
USOAK,Oakland,2022-08-12,0.897,44.7,29,high
USSEA,Seattle,2022-08-12,0.707,19.7,30,medium
USLAX,Los Angeles,2022-08-13,0.937,42.2,40,high
USLGB,Long Beach,2022-08-13,0.98,46.8,45,high
USOAK,Oakland,2022-08-13,0.724,18.8,32,medium
USSEA,Seattle,2022-08-13,0.796,32.9,25,medium
USLAX,Los Angeles,2022-08-14,0.98,38.5,34,high
USLGB,Long Beach,2022-08-14,0.859,38.1,39,high
USOAK,Oakland,2022-08-14,0.819,35.8,36,medium
USSEA,Seattle,2022-08-14,0.814,27.7,34,medium
USLAX,Los Angeles,2022-08-15,0.98,46.3,46,high
USLGB,Long Beach,2022-08-15,0.98,39.1,34,high
USOAK,Oakland,2022-08-15,0.84,40.1,35,medium
USSEA,Seattle,2022-08-15,0.835,31.5,26,medium
USLAX,Los Angeles,2022-08-16,0.967,39.5,39,high
USLGB,Long Beach,2022-08-16,0.861,34.1,38,high
USOAK,Oakland,2022-08-16,0.85,31.1,37,high
USSEA,Seattle,2022-08-16,0.807,27.9,28,medium
USLAX,Los Angeles,2022-08-17,0.98,51.6,46,high
USLGB,Long Beach,2022-08-17,0.972,41.1,41,high
USOAK,Oakland,2022-08-17,0.725,23.8,26,medium
USSEA,Seattle,2022-08-17,0.755,23.8,33,medium
USLAX,Los Angeles,2022-08-18,0.98,39.2,42,high
USLGB,Long Beach,2022-08-18,0.98,41.8,43,high
USOAK,Oakland,2022-08-18,0.836,28.5,38,medium
USSEA,Seattle,2022-08-18,0.821,33.3,30,medium
USLAX,Los Angeles,2022-08-19,0.955,48.7,35,high
USLGB,Long Beach,2022-08-19,0.98,44.7,32,high
USOAK,Oakland,2022-08-19,0.9,45.9,34,high
USSEA,Seattle,2022-08-19,0.705,20.3,28,medium
USLAX,Los Angeles,2022-08-20,0.98,51.8,40,high
USLGB,Long Beach,2022-08-20,0.98,42.4,42,high
USOAK,Oakland,2022-08-20,0.87,34.6,40,high
USSEA,Seattle,2022-08-20,0.773,31.8,29,medium
USLAX,Los Angeles,2022-08-21,0.909,39.0,35,high
